"","nearest_coarse_block","BBA_ID","Lat1","Lon1","Forest1","Elev1","Lat2","Lon2","Forest2","Elev2","Lat3","Lon3","Forest3","Elev3","Lat4","Lon4","Forest4","Elev4","Centroid_ID","nearest_block_BBA_ID","Cell","eLists","eHours","eKM","eHA","eNumObs","eCount","total.eLists","total.eHours.x","total.eNumObs","total.eCount.x","avg.eCount","avg.eHours"
"1464",394,"75C64",40.1875,-78.15625,0.742374392,587.5099449,40.20833333,-78.1875,0.60616225,462.0625762,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1454,1454,3974,0,0,0,0,0,0,0,0,0,0,0,0.35
"1465",394,"75C63",40.1875,-78.21875,0.42930556,433.1871774,40.20833333,-78.1875,0.60616225,462.0625762,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1455,1455,3972,6,0.6,0,0,6,0,6,0.6,6,0,0,0.35
"1466",394,"75C61",40.22916667,-78.21875,0.580970967,328.5615749,40.20833333,-78.1875,0.60616225,462.0625762,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1456,1456,3878,8,0.8,0,0,8,0,8,0.8,8,0,0,0.35
"1467",394,"75C62",40.22916667,-78.15625,0.671998082,498.9916077,40.20833333,-78.1875,0.60616225,462.0625762,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1457,1457,3880,0,0,0,0,0,0,0,0,0,0,0,0.35
"1468",395,"73B76",40.27083333,-78.90625,0.456320022,488.2058977,40.29166667,-78.9375,0.477013991,485.6339072,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1463,1463,3760,2,0.2,0,0,2,0,2,0.2,2,0,0.25,0.4
"1469",395,"73B74",40.3125,-78.90625,0.669862214,454.3813095,40.29166667,-78.9375,0.477013991,485.6339072,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1582,1582,3667,4,0.4,0,0,4,0,4,0.4,4,0,0.25,0.4
"1470",395,"73B75",40.27083333,-78.96875,0.405180706,479.7886009,40.29166667,-78.9375,0.477013991,485.6339072,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1462,1462,3758,0,0,0,0,0,0,0,0,0,0,0.25,0.4
"1471",395,"73B73",40.3125,-78.96875,0.376693022,520.1598206,40.29166667,-78.9375,0.477013991,485.6339072,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1581,1581,3665,1,1,3.219,0,1,1,1,1,1,1,0.25,0.4
"1472",396,"73C71",40.22916667,-78.96875,0.493369976,517.005806,40.20833333,-78.9375,0.622122466,539.8012472,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1465,1465,3852,0,0,0,0,0,0,0,0,0,0,0,0.15
"1473",396,"73C72",40.22916667,-78.90625,0.520257036,536.4381828,40.20833333,-78.9375,0.622122466,539.8012472,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1466,1466,3854,0,0,0,0,0,0,0,0,0,0,0,0.15
"1474",396,"73C74",40.1875,-78.90625,0.846032291,568.294136,40.20833333,-78.9375,0.622122466,539.8012472,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1464,1464,3948,0,0,0,0,0,0,0,0,0,0,0,0.15
"1475",396,"73C73",40.1875,-78.96875,0.628830562,537.466864,40.20833333,-78.9375,0.622122466,539.8012472,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1483,1483,3946,30,0.6,0,0,30,0,30,0.6,30,0,0,0.15
"1476",397,"74C31",40.22916667,-78.59375,0.725179856,468.8508708,40.20833333,-78.5625,0.714440123,405.1476022,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1467,1467,3865,0,0,0,0,0,0,0,0,0,0,0,0
"1477",397,"74C32",40.22916667,-78.53125,0.547005034,392.2537804,40.20833333,-78.5625,0.714440123,405.1476022,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1469,1469,3867,0,0,0,0,0,0,0,0,0,0,0,0
"1478",397,"74C34",40.1875,-78.53125,0.699187828,376.3865013,40.20833333,-78.5625,0.714440123,405.1476022,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1470,1470,3961,0,0,0,0,0,0,0,0,0,0,0,0
"1479",397,"74C33",40.1875,-78.59375,0.886387775,383.0992562,40.20833333,-78.5625,0.714440123,405.1476022,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1468,1468,3959,0,0,0,0,0,0,0,0,0,0,0,0
"1480",398,"74C22",40.22916667,-78.65625,0.277673096,583.834554,40.20833333,-78.6875,0.302234929,661.9803422,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1474,1474,3863,0,0,0,0,0,0,0,0,0,0,0,0
"1481",398,"74C21",40.22916667,-78.71875,0.176972647,748.9201736,40.20833333,-78.6875,0.302234929,661.9803422,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1473,1473,3861,0,0,0,0,0,0,0,0,0,0,0,0
"1482",398,"74C23",40.1875,-78.71875,0.227898849,747.5287476,40.20833333,-78.6875,0.302234929,661.9803422,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1471,1471,3955,0,0,0,0,0,0,0,0,0,0,0,0
"1483",398,"74C24",40.1875,-78.65625,0.526395122,567.6378937,40.20833333,-78.6875,0.302234929,661.9803422,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1472,1472,3957,0,0,0,0,0,0,0,0,0,0,0,0
"1484",399,"74B23",40.3125,-78.71875,0.584852639,613.1031113,40.29166667,-78.6875,0.466392278,699.5603458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1478,1478,3674,0,0,0,0,0,0,0,0,0,0,0,0
"1485",399,"74B25",40.27083333,-78.71875,0.499945575,757.7738124,40.29166667,-78.6875,0.466392278,699.5603458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1479,1479,3767,0,0,0,0,0,0,0,0,0,0,0,0
"1486",399,"74B24",40.3125,-78.65625,0.323657425,727.8041138,40.29166667,-78.6875,0.466392278,699.5603458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1477,1477,3676,0,0,0,0,0,0,0,0,0,0,0,0
"1487",399,"74B26",40.27083333,-78.65625,0.457113473,NA,40.29166667,-78.6875,0.466392278,699.5603458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1475,1475,3769,0,0,0,0,0,0,0,0,0,0,0,0
"1488",400,"74C11",40.22916667,-78.84375,0.266283131,571.1311523,40.20833333,-78.8125,0.40070554,631.2352692,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1480,1480,3856,0,0,0,0,0,0,0,0,0,0,0,0
"1489",400,"74C14",40.1875,-78.78125,0.501678542,683.5938416,40.20833333,-78.8125,0.40070554,631.2352692,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1482,1482,3953,0,0,0,0,0,0,0,0,0,0,0,0
"1490",400,"74C13",40.1875,-78.84375,0.422154458,631.2484009,40.20833333,-78.8125,0.40070554,631.2352692,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1481,1481,3950,0,0,0,0,0,0,0,0,0,0,0,0
"1491",400,"74C12",40.22916667,-78.78125,0.412706027,638.9676819,40.20833333,-78.8125,0.40070554,631.2352692,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1484,1484,3858,0,0,0,0,0,0,0,0,0,0,0,0
"1492",401,"74B15",40.27083333,-78.84375,0.689980612,607.1486729,40.29166667,-78.8125,0.745362027,634.1693995,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1487,1487,3762,5,1.15,0,0,6,0,5,1.15,6,0,0,0.3625
"1493",401,"74B16",40.27083333,-78.78125,0.701250642,680.9914703,40.29166667,-78.8125,0.745362027,634.1693995,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1488,1488,3764,0,0,0,0,0,0,0,0,0,0,0,0.3625
"1494",401,"74B14",40.3125,-78.78125,0.803434066,631.0387802,40.29166667,-78.8125,0.745362027,634.1693995,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1486,1486,3672,0,0,0,0,0,0,0,0,0,0,0,0.3625
"1495",401,"74B13",40.3125,-78.84375,0.786782787,617.4986747,40.29166667,-78.8125,0.745362027,634.1693995,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1485,1485,3669,3,0.3,0,0,3,0,3,0.3,3,0,0,0.3625
"1496",402,"75B72",40.35416667,-78.03125,0.947344996,394.0620728,40.375,-78.0625,0.471932071,379.9997706,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1585,1585,3605,14,1.4,0,0,14,0,14,1.4,14,0,0,1.3
"1497",402,"75A75",40.39583333,-78.09375,0.23289735,352.6378653,40.375,-78.0625,0.471932071,379.9997706,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1490,1490,3511,14,1.4,0,0,14,0,14,1.4,14,0,0,1.3
"1498",402,"75B71",40.35416667,-78.09375,0.432277939,464.0432848,40.375,-78.0625,0.471932071,379.9997706,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1609,1609,3603,14,1.4,0,0,14,0,14,1.4,14,0,0,1.3
"1499",402,"75A76",40.39583333,-78.03125,0.275207998,309.2558594,40.375,-78.0625,0.471932071,379.9997706,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1489,1489,3513,10,1,0,0,10,0,10,1,10,0,0,1.3
"1500",403,"75A66",40.39583333,-78.15625,0.833458982,359.0957162,40.375,-78.1875,0.728462257,334.0523874,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1608,1608,3509,14,1.4,0,0,14,0,14,1.4,14,0,0,1.4
"1501",403,"75B61",40.35416667,-78.21875,0.547482014,345.3454399,40.375,-78.1875,0.728462257,334.0523874,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1493,1493,3599,7,0.7,0,0,7,0,7,0.7,7,0,0,1.4
"1502",403,"75A65",40.39583333,-78.21875,0.804280822,366.9405212,40.375,-78.1875,0.728462257,334.0523874,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1492,1492,3507,8,0.8,0,0,8,0,8,0.8,8,0,0,1.4
"1503",403,"75B62",40.35416667,-78.15625,0.728627209,264.8278721,40.375,-78.1875,0.728462257,334.0523874,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1491,1491,3601,8,2.7,0,2.0234,7,0,8,2.7,7,0,0,1.4
"1504",404,"75A52",40.47916667,-78.28125,0.670721261,284.5463649,40.45833333,-78.3125,0.700366958,324.4161808,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1494,1494,3326,16,5.9,11.265,0,16,0,16,5.9,16,0,0,1.7
"1505",404,"75A51",40.47916667,-78.34375,0.724800493,419.6907578,40.45833333,-78.3125,0.700366958,324.4161808,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1498,1498,3324,0,0,0,0,0,0,0,0,0,0,0,1.7
"1506",404,"75A53",40.4375,-78.34375,0.603655191,290.4575119,40.45833333,-78.3125,0.700366958,324.4161808,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1496,1496,3413,0,0,0,0,0,0,0,0,0,0,0,1.7
"1507",404,"75A54",40.4375,-78.28125,0.802290888,302.9700884,40.45833333,-78.3125,0.700366958,324.4161808,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1497,1497,3415,9,0.9,0,0,9,0,9,0.9,9,0,0,1.7
"1508",405,"74A43",40.4375,-78.46875,0.611189777,434.7734604,40.45833333,-78.4375,0.593636821,381.50055,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1586,1586,3409,0,0,0,0,0,0,0,0,0,0,0,0.855
"1509",405,"75A44",40.4375,-78.40625,0.736640175,314.6871033,40.45833333,-78.4375,0.593636821,381.50055,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1588,1588,3411,3,3.42,8.047,0,5,0,3,3.42,5,0,0,0.855
"1510",405,"74A41",40.47916667,-78.46875,0.287361829,431.0528259,40.45833333,-78.4375,0.593636821,381.50055,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1495,1495,3320,0,0,0,0,0,0,0,0,0,0,0,0.855
"1511",405,"75A42",40.47916667,-78.40625,0.739355502,345.4888102,40.45833333,-78.4375,0.593636821,381.50055,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1587,1587,3322,0,0,0,0,0,0,0,0,0,0,0,0.855
"1512",406,"75A55",40.39583333,-78.34375,0.544377077,351.5653992,40.375,-78.3125,0.438415618,390.9684149,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1500,1500,3503,0,0,0,0,0,0,0,0,0,0,0,0.225
"1513",406,"75B51",40.35416667,-78.34375,0.425391281,403.2974548,40.375,-78.3125,0.438415618,390.9684149,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1502,1502,3595,0,0,0,0,0,0,0,0,0,0,0,0.225
"1514",406,"75B52",40.35416667,-78.28125,0.254014998,407.5023727,40.375,-78.3125,0.438415618,390.9684149,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1499,1499,3597,8,0.8,0,0,8,0,8,0.8,8,0,0,0.225
"1515",406,"75A56",40.39583333,-78.28125,0.529879114,401.508433,40.375,-78.3125,0.438415618,390.9684149,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1501,1501,3505,1,0.1,0,0,1,0,1,0.1,1,0,0,0.225
"1516",407,"74A45",40.39583333,-78.46875,0.912468035,397.2639999,40.375,-78.4375,0.563157848,384.1205234,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1590,1590,3499,0,0,0,0,0,0,0,0,0,0,0,0
"1517",407,"75A46",40.39583333,-78.40625,0.547001232,336.4845695,40.375,-78.4375,0.563157848,384.1205234,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1504,1504,3501,0,0,0,0,0,0,0,0,0,0,0,0
"1518",407,"74B41",40.35416667,-78.46875,0.616766057,431.2405281,40.375,-78.4375,0.563157848,384.1205234,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1589,1589,3590,0,0,0,0,0,0,0,0,0,0,0,0
"1519",407,"75B42",40.35416667,-78.40625,0.176396069,371.4929962,40.375,-78.4375,0.563157848,384.1205234,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1503,1503,3593,0,0,0,0,0,0,0,0,0,0,0,0
"1520",408,"61D74",40.5625,-78.03125,0.813343432,270.0342598,40.54166667,-78.0625,0.702277718,265.0884419,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1505,1505,3158,0,0,0,0,0,0,0,0,0,0,0,0.8
"1521",408,"61D73",40.5625,-78.09375,0.517496983,231.5052738,40.54166667,-78.0625,0.702277718,265.0884419,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1601,1601,3156,13,1.7,6.437,0,13,0,13,1.7,13,0,0,0.8
"1522",408,"61D75",40.52083333,-78.09375,0.664715805,271.7552817,40.54166667,-78.0625,0.702277718,265.0884419,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1598,1598,3244,8,0.8,0,0,8,0,8,0.8,8,0,0,0.8
"1523",408,"61D76",40.52083333,-78.03125,0.813554653,287.0589523,40.54166667,-78.0625,0.702277718,265.0884419,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1600,1600,3246,7,0.7,0,0,7,0,7,0.7,7,0,0,0.8
"1524",409,"61D72",40.60416667,-78.03125,0.733358613,251.7716236,40.625,-78.0625,0.536033041,311.9064918,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1509,1509,3070,0,0,0,0,0,0,0,0,0,0,0,23.75
"1525",409,"61C76",40.64583333,-78.03125,0.435372744,356.756834,40.625,-78.0625,0.536033041,311.9064918,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1506,1506,2984,8,93,4.828,6.8797,9,0,8,93,9,0,0,23.75
"1526",409,"61C75",40.64583333,-78.09375,0.566704557,347.7122154,40.625,-78.0625,0.536033041,311.9064918,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1508,1508,2982,0,0,0,0,0,0,0,0,0,0,0,23.75
"1527",409,"61D71",40.60416667,-78.09375,0.408696251,291.385294,40.625,-78.0625,0.536033041,311.9064918,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1507,1507,3068,1,2,4.828,0,3,0,1,2,3,0,0,23.75
"1528",410,"60D41",40.60416667,-78.46875,0.335117219,697.9408646,40.625,-78.4375,0.428063024,516.4425277,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1522,1522,3056,0,0,0,0,0,0,0,0,0,0,0.5,0.125
"1529",410,"61D42",40.60416667,-78.40625,0.471850882,412.1734416,40.625,-78.4375,0.428063024,516.4425277,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1511,1511,3058,0,0,0,0,0,0,0,0,0,0,0.5,0.125
"1530",410,"61C46",40.64583333,-78.40625,0.401607395,493.6996521,40.625,-78.4375,0.428063024,516.4425277,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1512,1512,2972,5,0.5,0,0,5,2,5,0.5,5,2,0.5,0.125
"1531",410,"60C45",40.64583333,-78.46875,0.503676598,461.9561523,40.625,-78.4375,0.428063024,516.4425277,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1510,1510,2970,0,0,0,0,0,0,0,0,0,0,0.5,0.125
"1532",411,"61D44",40.5625,-78.40625,0.511506132,440.7950554,40.54166667,-78.4375,0.460834624,523.2447787,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1523,1523,3146,0,0,0,0,0,0,0,0,0,0,0,0
"1533",411,"60D45",40.52083333,-78.46875,0.16536683,544.1810837,40.54166667,-78.4375,0.460834624,523.2447787,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1525,1525,3232,0,0,0,0,0,0,0,0,0,0,0,0
"1534",411,"61D46",40.52083333,-78.40625,0.666551784,398.9575043,40.54166667,-78.4375,0.460834624,523.2447787,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1513,1513,3234,0,0,0,0,0,0,0,0,0,0,0,0
"1535",411,"60D43",40.5625,-78.46875,0.499913748,709.0454712,40.54166667,-78.4375,0.460834624,523.2447787,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1524,1524,3144,0,0,0,0,0,0,0,0,0,0,0,0
"1536",412,"61D52",40.60416667,-78.28125,0.616934095,360.492484,40.625,-78.3125,0.518332682,345.6230579,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1516,1516,3062,0,0,0,0,0,0,0,0,0,0,0,0.125
"1537",412,"61C55",40.64583333,-78.34375,0.635545285,366.7583984,40.625,-78.3125,0.518332682,345.6230579,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1521,1521,2974,0,0,0,0,0,0,0,0,0,0,0,0.125
"1538",412,"61C56",40.64583333,-78.28125,0.531539921,308.3640564,40.625,-78.3125,0.518332682,345.6230579,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1515,1515,2976,5,0.5,0,0,5,0,5,0.5,5,0,0,0.125
"1539",412,"61D51",40.60416667,-78.34375,0.289311426,346.8772926,40.625,-78.3125,0.518332682,345.6230579,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1514,1514,3060,0,0,0,0,0,0,0,0,0,0,0,0.125
"1540",413,"61D56",40.52083333,-78.28125,0.748321339,354.0036112,40.54166667,-78.3125,0.41847446,389.3318278,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1517,1517,3238,0,0,0,0,0,0,0,0,0,0,0,2.4625
"1541",413,"61D55",40.52083333,-78.34375,0.12665954,498.9026527,40.54166667,-78.3125,0.41847446,389.3318278,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1520,1520,3236,9,1.05,0,0,9,0,9,1.05,9,0,0,2.4625
"1542",413,"61D54",40.5625,-78.28125,0.68398552,362.5085716,40.54166667,-78.3125,0.41847446,389.3318278,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1519,1519,3150,12,6.8,20.922,161.8742,12,0,12,6.8,12,0,0,2.4625
"1543",413,"61D53",40.5625,-78.34375,0.114931441,341.9124756,40.54166667,-78.3125,0.41847446,389.3318278,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,1518,1518,3148,1,2,0,0,1,0,1,2,1,0,0,2.4625
"1544",414,"74A34",40.4375,-78.53125,0.730358005,535.1928345,40.45833333,-78.5625,0.574430688,615.7342645,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1531,1531,3407,0,0,0,0,0,0,0,0,0,0,0,0
"1545",414,"74A33",40.4375,-78.59375,0.459776824,623.0658395,40.45833333,-78.5625,0.574430688,615.7342645,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1528,1528,3405,0,0,0,0,0,0,0,0,0,0,0,0
"1546",414,"74A31",40.47916667,-78.59375,0.56138845,623.3803188,40.45833333,-78.5625,0.574430688,615.7342645,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1526,1526,3316,0,0,0,0,0,0,0,0,0,0,0,0
"1547",414,"74A32",40.47916667,-78.53125,0.546199472,681.2980652,40.45833333,-78.5625,0.574430688,615.7342645,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1536,1536,3318,0,0,0,0,0,0,0,0,0,0,0,0
"1548",415,"74A23",40.4375,-78.71875,0.666987422,591.7488174,40.45833333,-78.6875,0.690147812,604.1107995,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1527,1527,3401,0,0,0,0,0,0,0,0,0,0,0,0
"1549",415,"74A21",40.47916667,-78.71875,0.410201767,633.3050156,40.45833333,-78.6875,0.690147812,604.1107995,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1530,1530,3312,0,0,0,0,0,0,0,0,0,0,0,0
"1550",415,"74A24",40.4375,-78.65625,0.894425734,596.3787755,40.45833333,-78.6875,0.690147812,604.1107995,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1532,1532,3403,0,0,0,0,0,0,0,0,0,0,0,0
"1551",415,"74A22",40.47916667,-78.65625,0.788976324,595.0105896,40.45833333,-78.6875,0.690147812,604.1107995,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1535,1535,3314,0,0,0,0,0,0,0,0,0,0,0,0
"1552",416,"74A36",40.39583333,-78.53125,0.931501694,572.9959297,40.375,-78.5625,0.667506891,663.1564495,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1564,1564,3497,0,0,0,0,0,0,0,0,0,0,0,0
"1553",416,"74A35",40.39583333,-78.59375,0.719232359,770.0139771,40.375,-78.5625,0.667506891,663.1564495,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1534,1534,3495,0,0,0,0,0,0,0,0,0,0,0,0
"1554",416,"74B32",40.35416667,-78.53125,0.235519912,572.976841,40.375,-78.5625,0.667506891,663.1564495,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1563,1563,3588,0,0,0,0,0,0,0,0,0,0,0,0
"1555",416,"74B31",40.35416667,-78.59375,0.783773598,736.6390503,40.375,-78.5625,0.667506891,663.1564495,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1529,1529,3586,0,0,0,0,0,0,0,0,0,0,0,0
"1556",417,"74A26",40.39583333,-78.65625,0.627328339,544.6826215,40.375,-78.6875,0.694136076,581.1737405,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1533,1533,3493,0,0,0,0,0,0,0,0,0,0,0,0
"1557",417,"74B22",40.35416667,-78.65625,0.597916595,681.8179932,40.375,-78.6875,0.694136076,581.1737405,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1566,1566,3584,0,0,0,0,0,0,0,0,0,0,0,0
"1558",417,"74B21",40.35416667,-78.71875,0.618809336,572.7727737,40.375,-78.6875,0.694136076,581.1737405,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1562,1562,3582,0,0,0,0,0,0,0,0,0,0,0,0
"1559",417,"74A25",40.39583333,-78.71875,0.932490032,525.4215736,40.375,-78.6875,0.694136076,581.1737405,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,1565,1565,3491,0,0,0,0,0,0,0,0,0,0,0,0
